pillar,code,indicator,component,year,nuts_code_2021,unit,value
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2022,ES617,number,27033922
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2023,ES617,number,29676095
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2019,ES618,number,7412358
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2020,ES618,number,2583796
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2021,ES618,number,4402687
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2022,ES618,number,8372023
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2023,ES618,number,9668181
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2019,ES620,number,5410417
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2020,ES620,number,2256175
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2021,ES620,number,3697515
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2022,ES620,number,5192434
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2023,ES620,number,5493664
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2019,ES630,number,167989
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2020,ES630,number,70874
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2021,ES630,number,97348
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2022,ES630,number,137180
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2023,ES630,number,144427
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2019,ES640,number,146310
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2020,ES640,number,58895
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2021,ES640,number,93743
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2022,ES640,number,120379
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2023,ES640,number,132824
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2019,ES703,number,150898
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2020,ES703,number,80681
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2021,ES703,number,98921
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2022,ES703,number,129417
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2023,ES703,number,164229
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2019,ES704,number,14536152
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2020,ES704,number,4462744
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2021,ES704,number,6984006
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2022,ES704,number,13435083
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2023,ES704,number,14595356
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2019,ES705,number,27994996
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2020,ES705,number,8680667
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2021,ES705,number,12243608
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2022,ES705,number,24493515
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2023,ES705,number,26067163
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2019,ES706,number,1901618
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2020,ES706,number,497266
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2021,ES706,number,642095
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2022,ES706,number,931411
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2023,ES706,number,969708
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2019,ES707,number,5759282
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2020,ES707,number,563682
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2021,ES707,number,729331
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2022,ES707,number,1184941
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2023,ES707,number,1122753
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2019,ES708,number,14616481
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2020,ES708,number,4594043
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2021,ES708,number,6637343
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2022,ES708,number,16921052
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2023,ES708,number,18335971
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2019,ES709,number,31153723
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2020,ES709,number,10260271
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2021,ES709,number,14669462
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2022,ES709,number,32171628
Basic descriptors,TOUR_DES_01,Nights spent,Night spent,2023,ES709,number,34319774
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES11,number,5112306
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES11,number,2013485
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES11,number,4222508
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES11,number,6589065
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES11,number,7171528
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES12,number,2359727
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES12,number,1265180
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES12,number,1870077
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES12,number,2432625
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES12,number,2763900
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES13,number,2030719
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES13,number,1048706
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES13,number,1473671
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES13,number,2054356
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES13,number,2148441
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES21,number,3866136
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES21,number,1530157
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES21,number,2740625
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES21,number,4167264
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES21,number,4567856
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES22,number,1480088
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES22,number,614648
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES22,number,1162850
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES22,number,1788194
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES22,number,1954777
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES23,number,817481
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES23,number,279707
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES23,number,528653
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES23,number,767162
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES23,number,828157
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES24,number,3812118
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES24,number,1709571
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES24,number,2664724
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES24,number,3645115
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES24,number,3830413
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES30,number,13774677
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES30,number,4029310
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES30,number,7119059
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES30,number,12622892
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES30,number,14528430
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES41,number,6491353
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES41,number,2371469
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES41,number,4211556
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES41,number,6372837
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES41,number,6985819
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES42,number,2884131
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES42,number,1183385
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES42,number,1986655
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES42,number,2822786
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES42,number,2938101
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES43,number,1938241
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES43,number,839467
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES43,number,1357609
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES43,number,1870544
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES43,number,1927185
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES51,number,26155473
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES51,number,8365287
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES51,number,14460873
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES51,number,24813470
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES51,number,27153665
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES52,number,12363818
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES52,number,4713169
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES52,number,8251878
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES52,number,12387174
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES52,number,13260302
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES53,number,12425741
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES53,number,1780773
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES53,number,6135921
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES53,number,12767642
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES53,number,13462198
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES61,number,24202798
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES61,number,8671831
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES61,number,14414547
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES61,number,22839048
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES61,number,25203619
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES62,number,1678411
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES62,number,713918
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES62,number,1189733
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES62,number,1682302
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES62,number,1772118
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES63,number,76339
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES63,number,27350
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES63,number,39234
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES63,number,61769
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES63,number,68344
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES64,number,67674
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES64,number,23752
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES64,number,33284
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES64,number,50538
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES64,number,52712
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2019,ES70,number,13471591
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2020,ES70,number,4435809
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2021,ES70,number,6891259
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2022,ES70,number,13309928
Basic descriptors,TOUR_DES_02,Arrivals,Arrivals,2023,ES70,number,14213773
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES11,number of beds,135698
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES11,number of beds,137533
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES11,number of beds,153150
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES11,number of beds,155239
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES11,number of beds,159961
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES12,number of beds,82524
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES12,number of beds,82334
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES12,number of beds,85275
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES12,number of beds,84849
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES12,number of beds,85877
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES13,number of beds,76092
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES13,number of beds,77031
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES13,number of beds,77658
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES13,number of beds,78775
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES13,number of beds,79515
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES21,number of beds,57260
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES21,number of beds,58737
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES21,number of beds,63867
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES21,number of beds,64329
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES21,number of beds,66910
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES22,number of beds,40972
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES22,number of beds,40095
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES22,number of beds,43844
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES22,number of beds,44355
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES22,number of beds,45452
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES23,number of beds,19123
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES23,number of beds,19335
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES23,number of beds,20221
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES23,number of beds,20266
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES23,number of beds,20495
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES24,number of beds,106046
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES24,number of beds,106512
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES24,number of beds,113724
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES24,number of beds,114080
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES24,number of beds,114502
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES30,number of beds,155751
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES30,number of beds,155199
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES30,number of beds,162726
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES30,number of beds,165499
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES30,number of beds,170130
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES41,number of beds,163057
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES41,number of beds,163619
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES41,number of beds,175294
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES41,number of beds,175403
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES41,number of beds,176287
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES42,number of beds,79529
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES42,number of beds,79120
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES42,number of beds,82948
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES42,number of beds,84436
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES42,number of beds,85007
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES43,number of beds,45166
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES43,number of beds,45291
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES43,number of beds,45953
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES43,number of beds,47858
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES43,number of beds,50137
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES51,number of beds,791734
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES51,number of beds,794567
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES51,number of beds,796311
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES51,number of beds,798808
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES51,number of beds,805501
