tourist_id,age,grupo_edad,interests,preferred_tour_duration,accessibility,site_name,sites_visited,tour_duration,route_id,tourist_rating,system_response_time,recommendation_accuracy,vr_experience_quality,satisfaction,grupo
162,39,35-44,"['Nature', 'Architecture', 'History']",6,TRUE,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Machu Picchu']",8,162000,4.7,2.53,88,4.7,5,Accesibilidad
163,41,35-44,"['Architecture', 'Cultural', 'Art']",6,FALSE,Colosseum,['Eiffel Tower'],2,163000,3.8,3.64,94,4.6,4,Sin Accesibilidad
164,24,Menores de 25,"['History', 'Art']",3,FALSE,Great Wall of China,"['Eiffel Tower', 'Machu Picchu']",6,164000,3.3,2.11,99,4.2,3,Sin Accesibilidad
165,34,25-34,['Nature'],3,TRUE,Eiffel Tower,"['Machu Picchu', 'Colosseum', 'Eiffel Tower']",7,165000,1.2,3.43,96,4,3,Accesibilidad
166,43,35-44,"['Architecture', 'Nature', 'Cultural']",4,FALSE,Machu Picchu,"['Eiffel Tower', 'Great Wall of China']",4,166000,3.4,1.62,92,4.1,3,Sin Accesibilidad
167,43,35-44,['Art'],7,TRUE,Colosseum,"['Colosseum', 'Taj Mahal']",3,167000,3.9,3.81,85,4.4,4,Accesibilidad
168,21,Menores de 25,"['History', 'Architecture']",3,FALSE,Great Wall of China,"['Machu Picchu', 'Eiffel Tower']",4,168000,2.3,3.06,98,4.1,3,Sin Accesibilidad
169,69,60+,"['Art', 'Cultural', 'Architecture']",3,TRUE,Great Wall of China,"['Taj Mahal', 'Eiffel Tower']",6,169000,3.2,1.95,86,4.6,3,Accesibilidad
170,46,45-59,"['Cultural', 'Nature', 'Architecture']",4,FALSE,Colosseum,['Colosseum'],1,170000,3.8,3.68,92,4.5,4,Sin Accesibilidad
171,66,60+,['Art'],3,TRUE,Eiffel Tower,"['Machu Picchu', 'Great Wall of China', 'Taj Mahal']",6,171000,2.1,1.85,88,4.2,3,Accesibilidad
172,53,45-59,['Art'],3,TRUE,Great Wall of China,"['Taj Mahal', 'Eiffel Tower']",3,172000,3.4,2.73,90,4.6,3,Accesibilidad
173,45,45-59,"['Architecture', 'Cultural', 'Nature']",5,FALSE,Taj Mahal,['Great Wall of China'],1,173000,4,4.68,88,4.9,4,Sin Accesibilidad
174,63,60+,"['Architecture', 'Art', 'History']",3,FALSE,Colosseum,"['Colosseum', 'Great Wall of China']",4,174000,2.1,3.28,100,4.6,3,Sin Accesibilidad
175,35,35-44,['History'],4,TRUE,Taj Mahal,['Taj Mahal'],3,175000,4,3.27,93,4.7,4,Accesibilidad
176,45,45-59,"['Cultural', 'History', 'Art']",4,TRUE,Machu Picchu,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",4,176000,1.5,1.86,87,4.9,3,Accesibilidad
177,59,45-59,"['History', 'Art']",6,FALSE,Eiffel Tower,"['Great Wall of China', 'Colosseum', 'Machu Picchu']",8,177000,4.9,2.67,90,4.8,5,Sin Accesibilidad
178,27,25-34,"['Nature', 'Art']",4,TRUE,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",5,178000,3.2,1.62,94,4.5,3,Accesibilidad
179,47,45-59,"['History', 'Architecture']",7,TRUE,Great Wall of China,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",4,179000,2.2,4.31,98,4.9,3,Accesibilidad
180,63,60+,"['Art', 'Architecture', 'History']",7,FALSE,Great Wall of China,['Colosseum'],2,180000,3.4,4.45,96,4.9,3,Sin Accesibilidad
181,39,35-44,['Nature'],8,FALSE,Eiffel Tower,['Machu Picchu'],2,181000,2.8,4.21,96,4.4,3,Sin Accesibilidad
182,44,35-44,"['Architecture', 'Art']",3,FALSE,Great Wall of China,['Eiffel Tower'],1,182000,3.2,2.13,100,4.2,3,Sin Accesibilidad
183,24,Menores de 25,"['Nature', 'Art']",8,TRUE,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",4,183000,3.5,3.88,87,4.9,4,Accesibilidad
184,42,35-44,['Art'],7,FALSE,Machu Picchu,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",9,184000,3.1,2.26,96,4.9,3,Sin Accesibilidad
185,64,60+,"['Art', 'Cultural', 'Nature']",4,TRUE,Colosseum,"['Taj Mahal', 'Colosseum']",5,185000,4.9,4.19,93,4.2,5,Accesibilidad
186,43,35-44,['Art'],6,TRUE,Eiffel Tower,"['Great Wall of China', 'Taj Mahal']",4,186000,4.2,3.64,90,4.1,4,Accesibilidad
187,19,Menores de 25,['Nature'],7,FALSE,Machu Picchu,"['Taj Mahal', 'Great Wall of China', 'Machu Picchu']",6,187000,1.4,2.2,96,4.6,3,Sin Accesibilidad
188,27,25-34,['Art'],7,FALSE,Eiffel Tower,['Machu Picchu'],1,188000,2.9,3.8,98,4.6,3,Sin Accesibilidad
189,35,35-44,"['Nature', 'Cultural']",6,TRUE,Colosseum,"['Taj Mahal', 'Eiffel Tower']",5,189000,3.2,2.68,99,4.5,3,Accesibilidad
190,29,25-34,"['Nature', 'History', 'Art']",7,TRUE,Great Wall of China,"['Machu Picchu', 'Taj Mahal']",2,190000,2,2.69,89,4.1,3,Accesibilidad
191,57,45-59,"['Cultural', 'Architecture', 'Art']",5,TRUE,Colosseum,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",7,191000,4,4.17,91,4.8,4,Accesibilidad
192,34,25-34,['Art'],7,TRUE,Machu Picchu,"['Eiffel Tower', 'Great Wall of China']",4,192000,3.6,4.7,92,4.1,4,Accesibilidad
193,57,45-59,"['Architecture', 'Art', 'Nature']",5,TRUE,Eiffel Tower,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",6,193000,1.1,4.01,96,4.7,3,Accesibilidad
194,61,60+,"['Nature', 'History']",6,TRUE,Colosseum,['Eiffel Tower'],1,194000,4.2,2.36,86,4,4,Accesibilidad
195,22,Menores de 25,"['Architecture', 'Art', 'Nature']",6,FALSE,Taj Mahal,['Eiffel Tower'],3,195000,4.2,3.07,93,4.8,4,Sin Accesibilidad
196,59,45-59,['Nature'],4,FALSE,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",4,196000,4.4,4.04,96,4.9,4,Sin Accesibilidad
197,25,25-34,"['Cultural', 'Art']",3,TRUE,Colosseum,['Great Wall of China'],1,197000,2.7,2.78,93,4.9,3,Accesibilidad
198,41,35-44,"['Nature', 'Cultural', 'Architecture']",3,TRUE,Great Wall of China,"['Taj Mahal', 'Machu Picchu']",3,198000,2.9,2.36,85,4.2,3,Accesibilidad
199,24,Menores de 25,['Art'],5,FALSE,Colosseum,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",4,199000,4.8,1.55,100,4.1,5,Sin Accesibilidad
200,43,35-44,"['Architecture', 'History']",8,TRUE,Colosseum,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",7,200000,2,3.41,92,4.6,3,Accesibilidad
201,64,60+,['Cultural'],3,FALSE,Eiffel Tower,['Colosseum'],3,201000,1.8,1.84,85,4,3,Sin Accesibilidad
202,66,60+,"['Architecture', 'History', 'Cultural']",7,TRUE,Taj Mahal,['Taj Mahal'],2,202000,3.1,1.78,96,4.8,3,Accesibilidad
203,51,45-59,"['Nature', 'Cultural']",4,FALSE,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Machu Picchu']",7,203000,2.7,2.59,100,4.1,3,Sin Accesibilidad
204,41,35-44,['Art'],6,TRUE,Great Wall of China,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",5,204000,4,4.96,98,4.2,4,Accesibilidad
205,51,45-59,"['Art', 'Cultural']",3,FALSE,Eiffel Tower,['Colosseum'],2,205000,1.3,3.96,91,4.9,3,Sin Accesibilidad
206,57,45-59,['Nature'],8,FALSE,Taj Mahal,"['Colosseum', 'Taj Mahal']",3,206000,3.7,2.33,99,4.6,4,Sin Accesibilidad
207,55,45-59,"['Nature', 'Architecture', 'History']",4,TRUE,Machu Picchu,['Taj Mahal'],2,207000,3.3,3.33,87,4.1,3,Accesibilidad
208,33,25-34,"['Cultural', 'Art']",7,TRUE,Taj Mahal,['Eiffel Tower'],3,208000,3,3.51,92,4.2,3,Accesibilidad
209,32,25-34,"['Art', 'History']",5,FALSE,Machu Picchu,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",7,209000,4.4,2.4,97,4.9,4,Sin Accesibilidad
210,54,45-59,"['Architecture', 'Art', 'History']",5,TRUE,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",8,210000,4,4.86,87,4.6,4,Accesibilidad
211,52,45-59,['Nature'],5,TRUE,Colosseum,['Eiffel Tower'],1,211000,4.3,2.85,88,4.4,4,Accesibilidad
212,67,60+,['Nature'],6,TRUE,Eiffel Tower,['Machu Picchu'],2,212000,3.3,3.72,88,4.1,3,Accesibilidad
213,47,45-59,['Architecture'],7,TRUE,Taj Mahal,['Machu Picchu'],3,213000,3.7,2.21,91,4.7,4,Accesibilidad
214,28,25-34,"['Art', 'History', 'Cultural']",3,FALSE,Colosseum,"['Taj Mahal', 'Eiffel Tower']",6,214000,2.6,3.9,86,4.3,3,Sin Accesibilidad
215,38,35-44,"['History', 'Art', 'Architecture']",6,FALSE,Great Wall of China,"['Eiffel Tower', 'Colosseum', 'Taj Mahal']",4,215000,3.3,2.56,97,4.4,3,Sin Accesibilidad
216,52,45-59,['Art'],3,TRUE,Machu Picchu,['Great Wall of China'],2,216000,1.1,2.92,94,4.8,3,Accesibilidad
217,69,60+,"['Nature', 'Cultural', 'Art']",7,FALSE,Colosseum,['Machu Picchu'],2,217000,4.5,1.94,94,4.4,5,Sin Accesibilidad
218,27,25-34,"['Cultural', 'History']",5,FALSE,Taj Mahal,"['Eiffel Tower', 'Colosseum']",6,218000,3,1.76,89,4.2,3,Sin Accesibilidad
219,44,35-44,"['Nature', 'Cultural', 'Art']",5,TRUE,Taj Mahal,['Great Wall of China'],2,219000,1.7,2.25,100,4.8,3,Accesibilidad
220,58,45-59,"['Art', 'Nature']",5,TRUE,Taj Mahal,"['Eiffel Tower', 'Machu Picchu', 'Great Wall of China']",6,220000,2.4,3.7,100,4.8,3,Accesibilidad
221,38,35-44,['Architecture'],7,FALSE,Great Wall of China,"['Eiffel Tower', 'Machu Picchu']",6,221000,2,2.59,91,4.2,3,Sin Accesibilidad
222,68,60+,"['Architecture', 'History', 'Nature']",4,FALSE,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Taj Mahal']",6,222000,2.5,2.39,86,4.7,3,Sin Accesibilidad
223,24,Menores de 25,"['Art', 'History']",4,FALSE,Eiffel Tower,"['Eiffel Tower', 'Colosseum', 'Taj Mahal']",6,223000,1.4,4.28,85,4.7,3,Sin Accesibilidad
224,41,35-44,['Architecture'],8,TRUE,Colosseum,['Eiffel Tower'],2,224000,1.2,4.8,95,4.3,3,Accesibilidad
225,61,60+,['Cultural'],5,FALSE,Great Wall of China,"['Colosseum', 'Great Wall of China']",3,225000,3.1,4.18,86,5,3,Sin Accesibilidad
226,33,25-34,"['Nature', 'Architecture']",8,TRUE,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",3,226000,2.9,2.74,98,5,3,Accesibilidad
227,49,45-59,"['Architecture', 'Nature']",8,TRUE,Taj Mahal,"['Colosseum', 'Machu Picchu']",5,227000,2.7,1.76,97,4.2,3,Accesibilidad
228,37,35-44,"['Cultural', 'Art', 'Nature']",3,FALSE,Machu Picchu,['Taj Mahal'],1,228000,2.3,2.33,99,4.5,3,Sin Accesibilidad
229,62,60+,['Architecture'],3,FALSE,Great Wall of China,"['Eiffel Tower', 'Colosseum', 'Great Wall of China']",7,229000,3.7,2.45,87,4.9,4,Sin Accesibilidad
230,61,60+,"['History', 'Nature']",8,TRUE,Colosseum,"['Colosseum', 'Great Wall of China']",4,230000,1.2,1.68,100,4.5,3,Accesibilidad
231,52,45-59,"['Architecture', 'History']",4,TRUE,Colosseum,['Colosseum'],3,231000,2.6,2.5,100,4.2,3,Accesibilidad
232,37,35-44,"['Architecture', 'Cultural']",7,FALSE,Great Wall of China,"['Machu Picchu', 'Great Wall of China']",4,232000,3.7,1.58,92,5,4,Sin Accesibilidad
233,36,35-44,"['History', 'Cultural']",8,FALSE,Great Wall of China,['Taj Mahal'],2,233000,4.5,3.34,87,4.4,5,Sin Accesibilidad
234,41,35-44,"['Art', 'Nature', 'History']",3,FALSE,Eiffel Tower,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",6,234000,4.8,2.6,86,4.6,5,Sin Accesibilidad
235,18,Menores de 25,['Nature'],6,TRUE,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Eiffel Tower']",6,235000,4.2,1.71,94,4,4,Accesibilidad
236,25,25-34,['Art'],6,TRUE,Taj Mahal,"['Taj Mahal', 'Machu Picchu']",4,236000,1.2,4.16,94,4.7,3,Accesibilidad
237,23,Menores de 25,"['Art', 'History']",8,FALSE,Eiffel Tower,"['Machu Picchu', 'Eiffel Tower']",3,237000,4.9,3.45,92,4.7,5,Sin Accesibilidad
238,41,35-44,['Nature'],5,FALSE,Machu Picchu,['Taj Mahal'],1,238000,1.7,2.15,98,4.8,3,Sin Accesibilidad
239,21,Menores de 25,"['Nature', 'Architecture']",5,FALSE,Taj Mahal,"['Machu Picchu', 'Great Wall of China']",5,239000,3.5,4.22,90,4.1,4,Sin Accesibilidad
240,67,60+,['Art'],3,FALSE,Eiffel Tower,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",8,240000,1.6,2.11,85,4.7,3,Sin Accesibilidad
241,24,Menores de 25,"['Art', 'History']",7,TRUE,Great Wall of China,['Machu Picchu'],1,241000,4.6,2.85,98,4.9,5,Accesibilidad
242,39,35-44,['Art'],6,TRUE,Machu Picchu,['Eiffel Tower'],3,242000,2.2,4.92,89,4.3,3,Accesibilidad
243,36,35-44,"['History', 'Cultural']",8,FALSE,Machu Picchu,"['Machu Picchu', 'Eiffel Tower']",3,243000,2.6,2.02,87,4.9,3,Sin Accesibilidad
244,62,60+,"['Architecture', 'Art', 'Nature']",4,FALSE,Taj Mahal,['Great Wall of China'],1,244000,3.2,2.7,89,4.8,3,Sin Accesibilidad
245,30,25-34,"['Art', 'Cultural', 'Nature']",6,TRUE,Great Wall of China,"['Machu Picchu', 'Great Wall of China', 'Taj Mahal']",7,245000,2.5,2.57,95,4.4,3,Accesibilidad
246,32,25-34,['Cultural'],7,TRUE,Machu Picchu,['Machu Picchu'],2,246000,3.6,3.61,90,4.4,4,Accesibilidad
247,69,60+,"['Cultural', 'Art', 'Nature']",4,TRUE,Great Wall of China,"['Great Wall of China', 'Taj Mahal']",6,247000,3.2,1.8,95,4.7,3,Accesibilidad
248,31,25-34,"['History', 'Nature', 'Cultural']",5,TRUE,Colosseum,"['Colosseum', 'Machu Picchu', 'Eiffel Tower']",6,248000,1.5,3.64,100,5,3,Accesibilidad
249,64,60+,"['Cultural', 'Architecture']",5,FALSE,Eiffel Tower,['Machu Picchu'],1,249000,3.3,1.9,85,4.5,3,Sin Accesibilidad
250,48,45-59,"['Art', 'Cultural', 'History']",7,TRUE,Great Wall of China,"['Eiffel Tower', 'Great Wall of China', 'Colosseum']",6,250000,1.5,4.9,96,4.7,3,Accesibilidad
251,47,45-59,"['Cultural', 'Art']",8,TRUE,Taj Mahal,['Taj Mahal'],1,251000,2,3.67,96,4.7,3,Accesibilidad
252,29,25-34,['Nature'],3,FALSE,Great Wall of China,"['Taj Mahal', 'Colosseum']",3,252000,4.5,2.94,97,4.4,5,Sin Accesibilidad
253,21,Menores de 25,"['History', 'Cultural']",7,FALSE,Great Wall of China,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",7,253000,4.5,3.26,93,4.1,5,Sin Accesibilidad
254,37,35-44,"['History', 'Cultural', 'Art']",6,TRUE,Eiffel Tower,['Great Wall of China'],1,254000,4.3,2.51,97,4.3,4,Accesibilidad
255,54,45-59,"['History', 'Nature']",5,TRUE,Colosseum,['Eiffel Tower'],3,255000,3.5,3.78,96,4,4,Accesibilidad
256,25,25-34,"['History', 'Architecture', 'Nature']",5,FALSE,Taj Mahal,['Great Wall of China'],1,256000,2.8,3.65,94,4.1,3,Sin Accesibilidad
257,66,60+,"['Art', 'Nature', 'History']",3,TRUE,Colosseum,['Colosseum'],3,257000,4.6,4.35,86,4.1,5,Accesibilidad
258,39,35-44,['Art'],3,FALSE,Eiffel Tower,['Machu Picchu'],2,258000,3.1,4.7,85,4.2,3,Sin Accesibilidad
259,33,25-34,"['Art', 'Nature', 'History']",6,FALSE,Colosseum,"['Machu Picchu', 'Great Wall of China']",6,259000,1.4,3.9,91,4.5,3,Sin Accesibilidad
260,51,45-59,"['History', 'Architecture', 'Art']",7,FALSE,Great Wall of China,"['Eiffel Tower', 'Colosseum']",4,260000,3,1.99,87,4.4,3,Sin Accesibilidad
261,43,35-44,"['Architecture', 'Art']",7,FALSE,Machu Picchu,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",6,261000,4.8,2.92,94,4,5,Sin Accesibilidad
262,33,25-34,['Architecture'],3,FALSE,Great Wall of China,"['Taj Mahal', 'Machu Picchu']",4,262000,1.9,4.52,97,4.5,3,Sin Accesibilidad
263,59,45-59,"['History', 'Nature']",5,TRUE,Taj Mahal,"['Machu Picchu', 'Great Wall of China']",6,263000,3.5,4.66,90,4.3,4,Accesibilidad
264,44,35-44,['History'],7,TRUE,Colosseum,"['Taj Mahal', 'Machu Picchu', 'Eiffel Tower']",7,264000,1.7,2.65,85,4.1,3,Accesibilidad
265,21,Menores de 25,"['Nature', 'Architecture']",3,FALSE,Colosseum,"['Great Wall of China', 'Machu Picchu']",4,265000,2.9,2.21,100,4.9,3,Sin Accesibilidad
266,45,45-59,"['Cultural', 'History']",7,TRUE,Taj Mahal,['Great Wall of China'],2,266000,3.8,1.61,93,4.9,4,Accesibilidad
267,44,35-44,"['Architecture', 'Art']",6,TRUE,Eiffel Tower,"['Colosseum', 'Eiffel Tower']",4,267000,2.3,3.38,86,4.3,3,Accesibilidad
268,37,35-44,['Nature'],3,TRUE,Machu Picchu,"['Machu Picchu', 'Taj Mahal', 'Great Wall of China']",8,268000,3.4,1.74,85,4.2,3,Accesibilidad
269,53,45-59,"['Nature', 'History']",8,FALSE,Colosseum,"['Colosseum', 'Machu Picchu']",4,269000,4.6,3.72,90,4.2,5,Sin Accesibilidad
270,40,35-44,['Art'],3,FALSE,Colosseum,"['Eiffel Tower', 'Great Wall of China']",6,270000,4.1,2.56,91,4.4,4,Sin Accesibilidad
271,36,35-44,"['History', 'Architecture', 'Art']",7,TRUE,Colosseum,"['Colosseum', 'Machu Picchu', 'Eiffel Tower']",7,271000,3.4,4.7,87,4.5,3,Accesibilidad
272,61,60+,"['Cultural', 'History']",3,FALSE,Colosseum,['Taj Mahal'],1,272000,3.2,3.47,97,4,3,Sin Accesibilidad
273,41,35-44,"['Architecture', 'Nature']",7,FALSE,Eiffel Tower,"['Machu Picchu', 'Colosseum']",4,273000,3.1,3.63,92,4.4,3,Sin Accesibilidad
274,35,35-44,['Art'],6,FALSE,Machu Picchu,"['Great Wall of China', 'Machu Picchu', 'Colosseum']",6,274000,3.7,2.08,86,4.3,4,Sin Accesibilidad
275,55,45-59,"['Cultural', 'History']",6,TRUE,Colosseum,"['Taj Mahal', 'Great Wall of China']",4,275000,4.6,3.56,94,4.1,5,Accesibilidad
276,68,60+,"['Cultural', 'History', 'Art']",7,FALSE,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",4,276000,2,3,93,4.1,3,Sin Accesibilidad
277,26,25-34,"['Art', 'Architecture']",5,FALSE,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",4,277000,2.9,3.44,91,4.4,3,Sin Accesibilidad
278,44,35-44,"['Art', 'Architecture', 'Cultural']",5,FALSE,Machu Picchu,['Great Wall of China'],3,278000,4.7,2.54,91,4,5,Sin Accesibilidad
279,19,Menores de 25,"['Cultural', 'Art', 'History']",3,TRUE,Great Wall of China,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",6,279000,3,2.3,90,4.8,3,Accesibilidad
280,68,60+,['History'],3,FALSE,Eiffel Tower,"['Taj Mahal', 'Colosseum', 'Great Wall of China']",6,280000,1.7,2.01,91,5,3,Sin Accesibilidad
281,54,45-59,['Architecture'],6,TRUE,Great Wall of China,['Great Wall of China'],3,281000,4.9,2.48,87,4.1,5,Accesibilidad
282,55,45-59,"['History', 'Art']",3,TRUE,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Colosseum']",6,282000,4.9,4.99,86,4.8,5,Accesibilidad
283,28,25-34,"['Art', 'Architecture', 'History']",6,TRUE,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",6,283000,3.4,1.51,89,4.1,3,Accesibilidad
284,39,35-44,"['Architecture', 'Cultural']",8,TRUE,Taj Mahal,"['Machu Picchu', 'Eiffel Tower', 'Colosseum']",6,284000,2.4,4.98,99,4.8,3,Accesibilidad
285,56,45-59,"['History', 'Art', 'Architecture']",6,FALSE,Taj Mahal,"['Machu Picchu', 'Great Wall of China', 'Eiffel Tower']",6,285000,3.9,4.68,97,4.2,4,Sin Accesibilidad
286,32,25-34,['Architecture'],5,TRUE,Eiffel Tower,['Great Wall of China'],3,286000,2.3,1.87,88,4.7,3,Accesibilidad
287,32,25-34,"['History', 'Architecture', 'Cultural']",6,TRUE,Great Wall of China,['Great Wall of China'],2,287000,2.9,3.81,97,4.7,3,Accesibilidad
288,18,Menores de 25,"['Art', 'Nature']",5,FALSE,Taj Mahal,"['Great Wall of China', 'Colosseum']",4,288000,2.9,3.56,94,4.2,3,Sin Accesibilidad
289,60,60+,"['History', 'Architecture']",6,TRUE,Colosseum,"['Colosseum', 'Eiffel Tower']",3,289000,1.3,4.85,97,4.6,3,Accesibilidad
290,28,25-34,"['Cultural', 'Nature', 'Art']",3,FALSE,Machu Picchu,['Eiffel Tower'],2,290000,2.3,1.74,88,4.1,3,Sin Accesibilidad
291,69,60+,"['Cultural', 'Nature', 'Architecture']",8,FALSE,Colosseum,"['Great Wall of China', 'Taj Mahal', 'Colosseum']",6,291000,1.7,3.74,97,4.6,3,Sin Accesibilidad
292,46,45-59,"['Architecture', 'Nature']",8,TRUE,Colosseum,"['Taj Mahal', 'Machu Picchu']",4,292000,3.1,3.78,86,4.8,3,Accesibilidad
293,22,Menores de 25,['Architecture'],8,FALSE,Eiffel Tower,"['Machu Picchu', 'Colosseum']",5,293000,1.6,3.84,85,4.3,3,Sin Accesibilidad
294,66,60+,"['History', 'Nature']",5,FALSE,Taj Mahal,"['Taj Mahal', 'Eiffel Tower']",4,294000,4.5,4.32,91,4.9,5,Sin Accesibilidad
295,58,45-59,"['History', 'Architecture', 'Nature']",7,FALSE,Colosseum,"['Colosseum', 'Great Wall of China']",3,295000,3.6,2.94,87,4.5,4,Sin Accesibilidad
296,48,45-59,"['Art', 'Cultural', 'Architecture']",6,TRUE,Machu Picchu,"['Colosseum', 'Eiffel Tower']",3,296000,1.4,1.69,96,4.4,3,Accesibilidad
297,70,60+,['Art'],6,FALSE,Taj Mahal,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",5,297000,4.6,1.78,85,4.6,5,Sin Accesibilidad
298,70,60+,"['Cultural', 'Architecture']",7,TRUE,Colosseum,['Eiffel Tower'],2,298000,4.5,3.8,88,4.9,5,Accesibilidad
299,39,35-44,"['Art', 'History']",6,TRUE,Colosseum,"['Machu Picchu', 'Taj Mahal', 'Great Wall of China']",5,299000,3.1,3.62,97,4.1,3,Accesibilidad
300,53,45-59,"['Art', 'Architecture']",8,FALSE,Eiffel Tower,['Taj Mahal'],1,300000,2,3.48,86,4.4,3,Sin Accesibilidad
301,49,45-59,"['Nature', 'Cultural']",8,TRUE,Taj Mahal,"['Taj Mahal', 'Machu Picchu']",3,301000,3.9,3.73,95,4.7,4,Accesibilidad
302,18,Menores de 25,['Nature'],6,FALSE,Machu Picchu,['Colosseum'],3,302000,3.4,4.61,99,4.4,3,Sin Accesibilidad
303,22,Menores de 25,"['History', 'Cultural']",7,TRUE,Machu Picchu,"['Great Wall of China', 'Colosseum']",4,303000,1.6,2.57,85,4.4,3,Accesibilidad
304,32,25-34,"['History', 'Art']",8,TRUE,Great Wall of China,"['Eiffel Tower', 'Machu Picchu', 'Great Wall of China']",6,304000,2.6,2.3,92,4.6,3,Accesibilidad
305,64,60+,"['Cultural', 'Architecture']",5,FALSE,Machu Picchu,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",6,305000,4.8,3.95,98,4.6,5,Sin Accesibilidad
306,28,25-34,"['Architecture', 'Nature', 'Art']",8,TRUE,Great Wall of China,"['Taj Mahal', 'Machu Picchu']",4,306000,4.9,4.3,91,4.2,5,Accesibilidad
307,62,60+,"['Architecture', 'History']",6,FALSE,Great Wall of China,['Taj Mahal'],2,307000,4.2,2.22,100,4.1,4,Sin Accesibilidad
308,26,25-34,['Art'],5,TRUE,Machu Picchu,"['Great Wall of China', 'Taj Mahal']",6,308000,4.5,3.33,94,4.7,5,Accesibilidad
309,35,35-44,"['Art', 'Nature', 'Architecture']",6,TRUE,Taj Mahal,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",7,309000,3.1,2.24,96,4.2,3,Accesibilidad
310,49,45-59,"['Cultural', 'History']",7,FALSE,Great Wall of China,"['Great Wall of China', 'Eiffel Tower']",3,310000,2.8,4.08,91,4.3,3,Sin Accesibilidad
311,25,25-34,"['History', 'Nature']",8,TRUE,Machu Picchu,"['Colosseum', 'Taj Mahal', 'Eiffel Tower']",4,311000,2.9,1.79,96,4.4,3,Accesibilidad
312,51,45-59,"['History', 'Architecture']",3,FALSE,Machu Picchu,['Great Wall of China'],1,312000,2.2,3.75,100,4.3,3,Sin Accesibilidad
313,24,Menores de 25,['Nature'],5,FALSE,Eiffel Tower,"['Eiffel Tower', 'Colosseum', 'Great Wall of China']",4,313000,2.2,4.14,99,4.8,3,Sin Accesibilidad
314,56,45-59,"['Cultural', 'Art']",4,TRUE,Colosseum,"['Machu Picchu', 'Colosseum']",5,314000,3.4,4.39,95,4.3,3,Accesibilidad
315,44,35-44,"['Architecture', 'Cultural', 'Nature']",7,TRUE,Eiffel Tower,"['Machu Picchu', 'Great Wall of China']",3,315000,4.1,2.17,95,4.9,4,Accesibilidad
316,29,25-34,"['Art', 'Architecture', 'Nature']",6,TRUE,Colosseum,"['Colosseum', 'Great Wall of China']",5,316000,3.4,2.39,93,4.5,3,Accesibilidad
317,44,35-44,"['History', 'Nature', 'Architecture']",7,TRUE,Machu Picchu,['Taj Mahal'],1,317000,3.8,2.94,85,4.3,4,Accesibilidad
318,34,25-34,['History'],7,FALSE,Taj Mahal,"['Machu Picchu', 'Eiffel Tower']",2,318000,1.4,4.06,92,4.7,3,Sin Accesibilidad
319,26,25-34,['Nature'],3,TRUE,Taj Mahal,"['Colosseum', 'Machu Picchu']",5,319000,1.4,3.89,87,4.6,3,Accesibilidad
320,18,Menores de 25,"['Art', 'Architecture', 'Cultural']",3,FALSE,Great Wall of China,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",9,320000,4,4.08,97,4.9,4,Sin Accesibilidad
321,67,60+,"['Nature', 'History', 'Architecture']",4,FALSE,Eiffel Tower,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",6,321000,2.8,3.94,99,4.2,3,Sin Accesibilidad
322,41,35-44,"['History', 'Art']",6,TRUE,Eiffel Tower,['Taj Mahal'],3,322000,1.4,2.3,91,4.4,3,Accesibilidad
323,18,Menores de 25,"['History', 'Nature', 'Cultural']",4,FALSE,Colosseum,['Taj Mahal'],1,323000,3.7,5,91,4.2,4,Sin Accesibilidad
